partner_id,gender,age_group,city_tier,trips_weekly,hours_online_per_week,avg_rating,on_time_pct,cancel_rate,safety_incidents,weekly_earnings,earnings_volatility,cashless_share,nova_score
640,F,26-35,B,52,42.85267065243412,5.0,0.9556234868611674,0.09330878807482647,0,649.5059622921096,0.02,0.6403284475779314,636
641,F,26-35,A,65,26.99691109147939,4.687022196971485,0.9767702034466249,0.06672231743760536,0,682.3847557097924,0.1686213429141275,0.750299749142646,625
642,F,18-25,B,64,20.492381303074332,4.72300127582462,0.9255658403107645,0.07533524401485023,0,514.5483618021613,0.08419001335672358,0.47046974637521555,617
643,M,46-60,B,53,54.51905211835959,4.693523044621346,0.9905539011891488,0.036344327790283626,0,498.50153349190543,0.12764362259240064,0.8266857324003491,629
644,M,18-25,A,72,42.7805821426242,4.713284634833556,0.8401408787749346,0.036646397869674247,0,544.3788751926628,0.324812356442926,0.7760267323094923,593
645,M,36-45,B,66,44.06428122986618,4.764063229452394,0.995,0.06517414488147781,0,465.62030448764347,0.15224259103493176,0.5026811852003941,595
646,F,26-35,A,76,29.509462477995896,4.894519471638992,0.995,0.07731653345569983,0,661.3227028691387,0.09163609623451272,0.8086637060852035,621
647,M,36-45,B,59,32.96935822206376,4.810198158491011,0.9422308174768446,0.07743909876545582,0,463.6616450424369,0.21901086938906048,0.5254789941512672,595
648,M,36-45,A,57,52.623020011349844,4.910364334504964,0.9598131318717756,0.04603526840313847,0,576.5184694926237,0.1515402467172936,0.8580495352101338,617
649,M,36-45,B,54,59.40143770841436,4.904204301191116,0.9145000067997361,0.06590314019355417,0,396.98669187050564,0.19205705340198564,0.5684071217728643,566
650,M,18-25,A,69,35.78725986227448,4.784882815842381,0.9149215818463332,0.11085515028630424,0,688.2765751909692,0.10684363549292752,0.8271896835756993,677
651,M,18-25,C,56,48.71483288363056,4.804846795509566,0.8870564812317833,0.08832774697789686,0,405.7911835897281,0.11078268543498243,0.5685754536698047,528
652,F,26-35,B,50,43.90024932681605,4.9123105014402935,0.9115493991867789,0.07012400869930784,0,562.4782295065216,0.11698553585495865,0.38880211301013484,591
653,M,26-35,B,53,40.794710599222746,4.580518510799628,0.9435966737802852,0.0427248971484106,0,416.77502993167343,0.24387465139693945,0.8594625828308958,582
654,M,18-25,A,67,60.519590201783195,5.0,0.9451941923581711,0.04509886648579768,1,503.0796081265579,0.1618536198107438,0.927130814475416,544
655,F,18-25,A,69,37.46798353977248,4.676712230420859,0.995,0.0656977108670222,0,684.6827014154189,0.09613918051539863,0.7069503286555012,648
656,M,26-35,A,64,54.40712637017486,4.698955261764653,0.9274137272901276,0.0762784129580002,0,507.5893612517305,0.19294555748820938,0.8184195063563193,606
657,F,18-25,C,51,45.814233170420486,4.564614853798935,0.8401585719327486,0.09146690335304677,0,288.92847871840576,0.18635836165349523,0.7213449132072152,522
658,M,18-25,B,65,41.83110677635181,4.5746773788068404,0.995,0.07913956753166444,0,414.6050543769818,0.22588822384330612,0.7858685232986535,565
659,M,46-60,A,60,55.72017173033078,4.89610511033346,0.8589522860870116,0.05889290913193946,0,624.820237884853,0.14145590134987004,1.0,618
660,M,26-35,B,68,44.90134498423028,5.0,0.8968304537247288,0.0506668530182226,0,574.2527461764079,0.17379427913279274,0.7783517396168322,622
661,M,46-60,B,60,41.03572470087719,4.664913983378748,0.9335871570675451,0.13140966646869,0,427.187407947863,0.2137342907298689,0.6699280021515392,580
662,F,46-60,A,66,55.79442172982033,4.804497479219127,0.9444587541131613,0.05030598034216348,0,511.50391039808824,0.09925175801395068,0.8399082629095622,622
663,M,18-25,B,51,54.492622537718916,4.779424989356825,0.8423280840534725,0.035748889141063084,0,529.4063452348738,0.25089782896486923,0.6598072789676764,586
664,M,36-45,A,71,54.01963321153876,4.904436684362514,0.889276388181319,0.015338475658426892,0,688.0532463413828,0.18131549025641874,0.6308224401515918,654
665,M,26-35,A,70,5.0,5.0,0.8519608769363733,0.05440433338610865,0,568.1520391448996,0.09191897495233214,0.9507636476363546,636
666,F,36-45,B,70,46.401766257384104,4.982146012697237,0.957085653166128,0.09319951462000492,0,561.1102653121302,0.09132621553292261,0.7947824682885156,628
667,F,18-25,A,62,44.121171930699695,4.7150011078528875,0.9803689942351443,0.051721569319764196,0,630.6418106565791,0.17204811472497702,0.5193732653163721,638
668,F,18-25,C,47,41.65136745914514,4.824115145356445,0.8511080977876743,0.12082543625829784,0,596.4052747069557,0.13598193516767537,0.5642868343980993,594
669,M,18-25,B,48,48.097796339726784,4.839408676411334,0.9625829976523933,0.07578155364584332,0,367.3641415979605,0.24036852975672646,0.8260697379824237,560
670,M,26-35,C,50,44.60556872504528,4.742986405324857,0.9605389372162332,0.10828674200240229,0,363.15851029757687,0.15705984699889025,0.44106455801954975,537
671,M,46-60,B,60,48.77807417327181,4.585609579975491,0.8870464605044249,0.04726836602417307,0,448.9497666002449,0.20424372511056887,0.6145893530495912,576
672,M,36-45,C,48,39.320381922450075,4.625383567215547,0.8136710482066087,0.05373349816240626,0,485.9395526407534,0.11211031068683969,1.0,577
673,F,36-45,A,66,56.98180630176493,4.924622897639382,0.8700371990402637,0.06973137109989919,0,543.786993625651,0.1781603219115954,0.7336482559312887,592
674,F,46-60,B,53,49.78944191772826,4.934896199373307,0.8860371206545604,0.0879766399903469,0,503.1408962915738,0.28524287564748674,0.8715771303315303,592
675,M,36-45,B,54,47.4252659051484,4.716464895274123,0.9934835423404597,0.06763128272302141,0,489.1566510198549,0.16814973663343277,0.9300653797558542,603
676,M,18-25,C,49,46.937052337068636,4.784758309109013,0.907484871249189,0.08427396352042356,0,417.94765570070797,0.1357628668857465,0.5328103598783867,596
677,F,36-45,A,64,53.57281307493564,4.931189573199447,0.8720586012004848,0.08565457860350698,0,569.9287088228409,0.1108956039985135,0.817291140291573,631
678,M,26-35,B,60,52.216877869354896,4.494359669195005,0.9273924277475971,0.027384829606799,0,579.5415607689447,0.178498357609425,1.0,631
679,M,18-25,B,59,40.87227946453712,4.682647135374172,0.8546326164567208,0.0602718765243258,0,407.30021984018003,0.292745181451296,0.7843334631064416,580
680,M,26-35,A,67,51.90310380823296,5.0,0.9499170025103175,0.050939524128207306,0,554.7812237708731,0.07091244563287857,1.0,620
681,M,46-60,C,45,43.740522400420446,4.788896157430497,0.8621167970364119,0.06339633527137395,0,305.70139160704144,0.17600658509567615,0.5708351736465176,555
682,M,26-35,A,64,61.16926791500329,4.582217587294485,0.8807738129904712,0.08020633185555047,0,580.0573388911898,0.04289024755217577,1.0,622
683,M,26-35,A,72,52.977278110469655,4.772392344036057,0.9459746024215946,0.0488563169325321,0,561.7800468370626,0.14716622317268616,0.7823343583629581,621
684,M,18-25,B,60,35.74390681438307,4.9032153388402415,0.995,0.009847670913644968,0,582.8856662682712,0.2010215491170179,0.6741527906188814,613
685,M,18-25,B,62,65.30710689450265,4.368820059400712,0.995,0.061904440444970246,0,495.9900262533014,0.053569993592564064,0.809605696817391,602
686,M,18-25,A,59,20.979601640101706,4.776042872578664,0.8674067247110229,0.038567819062250625,0,512.0736736607445,0.14441523625604516,0.764395815214334,570
687,M,36-45,A,59,48.37354740669042,4.693737816811127,0.8895696836642341,0.08538995943547638,0,528.8296459138186,0.2032415567946753,0.7681603724282609,596
688,F,36-45,A,68,35.037526705547144,4.506900281034458,0.950576614251868,0.09017090975561161,0,716.0910581566098,0.1904910473073147,0.8479269666778764,639
689,F,18-25,B,67,60.821802936730194,4.765089088269546,0.9826394674154353,0.001255134199299002,0,373.94314807020896,0.20711666137768597,0.46691723393709583,573
690,M,26-35,C,50,44.52806065295287,4.725527965235933,0.8057958155206139,0.051773037898790314,0,366.6611314476748,0.10203226906668707,0.5481881340408541,517
691,M,18-25,B,58,34.06204534912879,4.745586462170354,0.923166840945315,0.08160119070257622,0,490.66068374000577,0.20320861630146383,0.8211700284690644,609
692,F,18-25,A,74,39.335052877804166,4.703360906963286,0.9040428511718053,0.0207337459439531,0,528.7037520406943,0.13199934187675938,0.9188142590206239,621
693,M,26-35,B,66,34.860685413344086,4.599199367206879,0.8273989400484846,0.09047982631540631,0,546.9079421849365,0.2371223478923867,0.7700118791759988,624
694,M,36-45,C,51,38.942230214299215,4.528179574960263,0.8477416110003816,0.10597949604586668,0,417.3987377605722,0.02,0.6986218770259953,587
695,F,26-35,B,60,38.71352384110495,4.646396508958806,0.8916112770179527,0.06513953098320292,0,513.7587167235793,0.15683124972862975,0.7763278971922333,603
696,M,26-35,A,68,34.48844131298945,4.882087817111409,0.9277407509991228,0.04278265201444727,0,579.6153914986542,0.18791016758659684,0.9140917786858713,642
697,F,26-35,A,69,44.70063811582624,4.7885605440590115,0.9758051430132072,0.0,0,563.0411416037281,0.28795456404506103,0.5803280794596686,625
698,M,18-25,C,47,45.91224163406732,4.734424000583011,0.9299174057541032,0.10092075884283302,0,303.6799825060035,0.18694376309810043,0.5886736413934435,526
699,M,18-25,C,51,32.03693608724033,4.590434777639277,0.9619769718583827,0.13457610936029066,0,437.16785648145935,0.19506286013440383,0.6495799284459753,560
700,M,46-60,A,71,25.417312369560022,4.698312760071869,0.9279362167923632,0.11836953595005459,0,426.31024894900395,0.2100392182786293,0.8074105573982269,590
701,M,36-45,C,46,45.10956452149571,4.854973633753581,0.8763527026531501,0.07115079447528487,0,354.0833165614633,0.2802469760438931,0.3646505748111377,612
702,M,46-60,A,84,47.319205511195335,4.835317564372823,0.9252125023064713,0.02521972546846307,0,646.3824493119257,0.1494484470259096,0.6039649002973564,663
703,M,46-60,A,58,49.302167619612334,4.677620169534093,0.9535758673734606,0.096128726789844,0,648.7234405352165,0.06775192044978634,0.7776675333473155,648
704,F,26-35,B,67,47.51174381594128,4.361089677279829,0.9758281084663392,0.06269393671543921,0,707.1003706489561,0.05243621791004216,0.8618397005760241,666
705,M,46-60,B,56,57.7271677573699,4.6471728554757625,0.9102062657778077,0.08634395170930256,0,446.7984118356552,0.2331356208168082,0.6613344075278446,589
706,M,26-35,B,67,51.970678869312636,4.680395822358404,0.8777442368808481,0.07558255109890837,0,433.8644064312907,0.19785655953965037,0.6266353868318071,575
707,F,18-25,C,37,68.79828196415576,4.6047341093445855,0.9229829079743618,0.08429010392539421,0,435.79410182311597,0.1594926024714431,0.7340135825617211,579
708,F,18-25,C,54,73.00647196832945,4.685623632529045,0.940299048192111,0.10385541410447595,0,587.7473492604354,0.13311244307346784,0.6140700639293515,603
709,M,18-25,A,57,24.418974123552864,4.871282519229283,0.9798359543026559,0.10347004207091855,0,675.683307384677,0.1944666164030094,0.903325785597487,631
710,M,18-25,B,57,20.028613687641545,4.743205532056523,0.8842618563520198,0.05581936945865313,0,397.41826755444004,0.1967778581387524,0.6890143944925197,580
711,F,26-35,B,55,41.92608702153285,4.896454407185741,0.8836101372867157,0.04480662585840724,0,469.05671906570444,0.21838638464401128,0.5638697796855936,602
712,M,36-45,B,57,47.042324298803216,4.52254418715319,0.9560080098769788,0.0,0,557.681219067361,0.09130664556519796,0.9188834784612129,621
713,F,36-45,C,51,41.24114990994278,4.7006403913067585,0.8942283214495447,0.06411515919700618,0,500.3754479570907,0.03885555468991744,0.8332165305901711,593
714,F,26-35,B,63,49.0358044605776,4.46034668337325,0.8993157908660449,0.03570024524465999,0,548.9082635268854,0.10691784970339632,0.586232873135587,628
715,F,18-25,A,62,39.29757924601625,4.686813370524472,0.9839069935070122,0.08157590756991268,0,518.2563703592247,0.07190969125366788,0.8353985038098326,616
716,M,36-45,A,73,35.060492365858764,4.598351381705349,0.8592497196859414,0.05342399195463711,0,630.152043522123,0.06776592523955347,0.7342662871420911,621
717,M,26-35,C,60,36.571091401489554,4.942187925014258,0.995,0.06317714049108115,0,520.9948184145444,0.3055789079507676,0.7466689777450652,580
718,M,18-25,C,53,39.99831630935796,4.808656800876526,0.8851682293446087,0.09785898287255644,0,347.37829356970457,0.02,0.5374036167536498,546
719,M,26-35,A,65,50.435123440601494,4.904224424338952,0.9663364201400356,0.07941764040101235,0,676.070051424397,0.2175763767844111,0.9020579083432552,676
720,F,26-35,A,73,37.1325930333417,4.690797826209061,0.9223600169037314,0.05999929820190029,0,664.916558686997,0.2525598571601333,0.9472932080074126,632
721,M,26-35,B,51,39.11031297083295,4.593442285432504,0.9281681142436069,0.1250927702780578,0,409.13327253980646,0.2589971707271803,0.5873720165760697,575
722,M,36-45,A,67,47.702168440443536,4.595065550819234,0.9110606750119119,0.08864446748999104,0,646.0173354105531,0.20217856138469437,0.7894780205405165,623
723,M,36-45,A,80,40.0120360245481,4.797815892115628,0.9748288326016488,0.04752417438767575,0,665.1146607161783,0.28559277566029784,0.9502351006604106,635
724,F,36-45,C,37,53.16710550645389,5.0,0.8888338062990216,0.07036240202143611,0,463.74797548576464,0.3226719784736946,0.519809236258054,550
725,M,18-25,C,65,32.80493767764939,4.813857343803073,0.894352676407745,0.09115139080512108,0,586.9577096274578,0.15582151607259317,0.5663642744154658,603
726,M,36-45,C,54,30.63636243534513,4.691384840606863,0.995,0.07908537095138461,0,427.9107487790636,0.21579773602250749,0.7526433208907513,561
727,M,36-45,B,69,45.046290340183425,4.7252843717310125,0.9268691348506846,0.03186520868998069,0,539.9793118449472,0.282063526588372,0.697503521791682,629
728,M,18-25,A,64,46.04288462264796,4.74690495023723,0.888615221949023,0.09484138519334212,0,336.5080983113844,0.11104325704572221,0.5594615321759335,558
729,M,26-35,C,51,33.35040505916587,5.0,0.8400856705044052,0.11221696600590636,0,517.044929208822,0.1604073674631262,0.6151692549604306,579
730,M,26-35,A,68,55.435954013274255,4.938241284875232,0.995,0.10144166604017535,0,656.264845495166,0.12993427417765585,1.0,648
731,M,26-35,A,78,61.24936809770226,4.796193850622555,0.9032037311772375,0.1072824700454339,0,706.8629159067018,0.21687823810300388,1.0,651
732,M,18-25,C,50,35.72145787159285,4.762459795170916,0.995,0.13707594388670974,0,340.38216539059,0.028152059733227375,0.5708079023557555,585
733,M,26-35,B,58,56.87300672731191,4.794103008555481,0.9387427175706442,0.12289877105968705,0,569.3738577925848,0.29493015835713554,0.5921377577183835,591
734,M,18-25,C,57,18.178678279992774,4.822941350392462,0.9253442600151226,0.08171985345279166,0,521.9936901972262,0.22270372514805448,0.5958783260385965,591
735,M,18-25,A,59,52.761122667180246,4.687620307053661,0.9278921906163998,0.06424716374127076,1,494.47208791713666,0.22719529372000044,1.0,508
736,M,18-25,C,55,33.42237228871583,4.621388157893505,0.995,0.017611949089935876,0,520.7569762919447,0.02,0.7778931183454703,629
737,M,46-60,B,67,51.7607268197214,4.90763303908323,0.814589071528957,0.06682603536320135,0,546.7584604378023,0.09678887250405072,0.9249719185628364,605
738,M,26-35,B,54,32.38724014043334,4.750897409585797,0.9271170759753753,0.08857408176735855,0,334.46899923303204,0.29923753361619043,0.8598154459657463,527
739,M,26-35,C,48,41.31512465373205,4.887509190372245,0.8995398196234972,0.07730658716282064,0,465.28086973994164,0.16580753036656898,0.4752890142084936,552
740,M,26-35,A,61,33.8988440345816,4.997323812316466,0.9099453307458469,0.012853370039827512,0,488.98741660859184,0.04207488697857284,0.6471613038529311,627
741,M,36-45,B,54,39.861193022179194,4.825692210114934,0.9238655926070952,0.0644013595375878,0,336.34578725801765,0.1977297726302146,0.6225357597719177,532
742,M,26-35,B,71,60.29924028930445,4.808182271935511,0.9132872925251938,0.08385996146570046,0,547.3570284231646,0.23433264831095144,0.6469235432690985,613
743,F,46-60,B,67,40.920622034065936,5.0,0.9336065333594153,0.03572254895108265,0,501.8468902367158,0.22251939040846325,0.6250370209870559,599
744,M,26-35,C,58,63.10301623925836,4.7802530192419725,0.9176211268922474,0.07597073735711604,0,556.9241535376271,0.16796758283150834,0.5813249182224833,593
745,M,18-25,B,50,38.14187438907164,4.582417978823048,0.8483220910907676,0.08794881002637754,0,485.44612528844146,0.27084508748507047,0.8096686462037768,567
746,M,26-35,A,67,56.91764703806802,4.710616215174202,0.943268301890544,0.10003902923077233,0,633.5741427726466,0.1238390411303994,0.7990114888021875,619
747,M,26-35,A,68,25.74307393487197,4.9859527067618306,0.9606027225849791,0.11737816178382071,0,612.8487961142628,0.22320712258630623,0.9507689309438587,622
748,M,36-45,C,35,39.13490944621809,4.545874897457994,0.8778967191245959,0.07116521812168002,0,473.7813751488875,0.1908014114772831,0.6952573641219708,577
749,F,36-45,C,55,36.63890014674642,4.635131059377053,0.995,0.07801272145372105,0,355.6553756715791,0.16935309236402596,0.5653212961444818,550
750,F,26-35,C,49,57.37705600797142,4.911564020895277,0.9801785872832047,0.08195207517672563,0,434.67561355957804,0.14968026041267388,0.6863846732078724,586
751,M,46-60,A,72,43.85248786036074,4.714056903623045,0.9693976149585586,0.08348124578165102,0,566.4374482388632,0.15251260853000018,0.5684165351609372,618
752,M,26-35,A,66,21.119168303525047,4.735863131953526,0.9651910372014008,0.08312209256924037,0,620.7630876262955,0.18258027329867454,0.45634279100065345,645
753,M,26-35,B,62,28.898703452764376,4.911805923019594,0.9227048476304944,0.11175016680899313,0,518.1441115249539,0.15658233613148936,0.8100497028623929,614
754,M,26-35,B,43,31.873377506205994,4.635676823651906,0.966868605236721,0.008561098093374873,0,402.4067813912043,0.2386455929501851,0.862563408231184,571
755,M,18-25,A,77,51.340502941121684,4.536509632271691,0.995,0.07404063234668978,0,560.6756491069261,0.13712117470048363,0.7900981189483778,605
756,M,36-45,B,63,50.05007483656276,4.54286710437062,0.9622012006405974,0.08312233027072702,0,638.7227302258066,0.3054632797871841,0.665217214617288,644
757,M,18-25,A,66,38.996005670388804,4.839667066511443,0.8950858329093818,0.05994312302410103,0,421.1801549520409,0.13354651852042004,0.5921381711551312,569
758,F,26-35,B,65,36.51490206382427,4.790869814074619,0.92101592808567,0.0,0,563.2960000835533,0.2536064624834887,0.8833695042146512,625
759,M,26-35,A,75,49.16388240850053,4.6521150230081005,0.9576835016488046,0.06067011667679099,0,690.5229352223064,0.25705734928769575,0.8489542183854957,645
760,M,18-25,A,64,30.704769075680396,4.57778125687893,0.9642872452023072,0.04668317711930076,0,610.0011579627029,0.19326897322714232,0.8207642968105748,621
761,F,18-25,A,72,46.576689779503525,4.71421403122767,0.9233261392728225,0.11433866229771171,0,745.9357013603295,0.18614079841890246,0.7793246702546641,664
762,M,36-45,C,54,45.72517996870233,4.915077592937571,0.8880595726446464,0.0842587410948362,0,508.57383000139384,0.12168263874326485,0.5942600993705818,611
763,M,18-25,B,55,39.25410406933235,4.622627306925612,0.995,0.04863545517517221,0,513.6505156677043,0.13863428402856462,0.5641403952164004,625
764,M,26-35,C,55,45.97677965045715,4.648597396707116,0.8633840142740522,0.010920649856145615,0,391.32798753447946,0.19758268769036771,0.6953785814687836,553
765,F,26-35,B,66,43.02094353074684,4.573821764898043,0.8765334122183541,0.08471853046655126,0,539.4267330103795,0.17638915210658057,0.6446065122649286,630
766,M,18-25,B,65,46.9741949475654,4.696888066634674,0.8566436095249294,0.08838447581230939,0,560.942963215988,0.2746467340792578,0.6606454540785625,570
767,M,18-25,A,74,28.658976915199062,4.806311848607487,0.8812224590187838,0.056526694465393774,0,583.0975360706236,0.1436328165001076,1.0,600
768,M,36-45,B,71,48.14501980528702,5.0,0.9889672438559503,0.08261026446466825,0,453.05973821421173,0.14847484312398912,0.7132691649219123,595
769,M,46-60,A,70,52.266013295022724,4.78666722692299,0.9900416378256602,0.054551884146100564,0,471.6410733894521,0.04682155142688885,0.436586232133748,637
770,M,18-25,B,56,45.209514205644446,4.7403482842144475,0.9138977232767416,0.10401645825504485,0,498.95958525738274,0.23148222909725275,0.6450358179223195,611
771,M,46-60,C,51,48.012158509915,4.87584049089777,0.9394157197778391,0.10428054507311592,0,296.3731223385665,0.22425750575551473,0.5197967552687279,503
772,M,26-35,C,52,40.90080682590237,4.851232332774537,0.9146747711188042,0.024832238857912328,0,384.31887139611115,0.2581665516794574,0.6405092419236291,546
773,M,26-35,A,67,50.913325662630434,4.666150877844998,0.8646011587023523,0.02464424468176665,0,360.70205997546674,0.2626749015682163,0.5805794642885449,533
774,F,36-45,B,71,42.65247127979855,5.0,0.995,0.12543845169130585,0,587.006575017806,0.24311572315613988,0.7807084278210072,627
775,M,36-45,A,62,30.520587175453898,4.747142497155907,0.9899369982534989,0.0969658905008127,0,654.4939702795509,0.24648927599744816,0.7385506862014031,656
776,F,36-45,A,71,50.202161548832606,4.78985629805337,0.9443209702664855,0.026628569849143177,0,582.9105851223073,0.22880550102883462,0.7134002415460325,641
777,M,26-35,B,61,25.658537524922277,4.8331022880929195,0.8778055038803866,0.022388598847312813,0,649.874017708083,0.24112746528145138,0.7409466097923505,637
778,M,26-35,B,66,44.82779744288383,4.8042808551419425,0.9123532811415112,0.07323316196830365,0,619.7278739383831,0.032643063028491515,0.7092680413098706,630
779,F,26-35,B,61,38.157771499530206,4.979209650331188,0.8859787224290017,0.03523053824380174,0,534.9817857875129,0.09201674305944813,0.7011405951003495,615
780,F,18-25,A,75,37.51874250295288,4.667513689130505,0.9338791120464235,0.052998778362254535,0,575.3767793224615,0.07894447802966248,0.7486138632670385,638
781,M,36-45,C,56,43.71988749926205,4.865907337327906,0.9330961587299675,0.07058162431197729,0,403.50115989492394,0.28161384087622415,0.6571560096754994,599
782,F,18-25,C,52,34.90711809182006,4.771485266807747,0.8981437253094819,0.07128684833405854,0,472.211741320599,0.11736323540862266,0.7080446500280162,556
783,M,26-35,B,65,47.122060141278325,4.8994084792664285,0.85027936235465,0.10129614845347479,0,490.99571852398554,0.13017102549261578,0.7505158415784174,622
784,M,18-25,C,52,42.567966326220024,4.714552182504758,0.995,0.1290426871737651,0,470.9995671408833,0.1805325813271889,0.8177631409965649,585
785,F,18-25,A,73,35.82706048587802,4.702637696577032,0.9396763373415676,0.04913246441503524,0,633.5085571757919,0.08050564423033105,0.7034634597066767,656
786,M,26-35,B,56,55.38179570046319,4.858211023113902,0.9404296000097214,0.0380802250859028,0,463.6857639361376,0.21044358234725635,0.7533376251692918,600
787,F,26-35,C,62,44.04782610299498,4.8044989885634966,0.9000795306962507,0.08066538464950727,0,539.5417943279541,0.02,1.0,625
788,M,26-35,C,50,48.308009334244815,4.62295585465121,0.8358994442335393,0.1239444034332816,0,400.5731431573449,0.08580082584607956,0.6542664922189636,555
789,F,18-25,C,36,56.16588729494421,4.942241842962139,0.9014349734551083,0.06990354530981069,0,391.0137766348526,0.19590529504163093,0.6596948430190086,545
790,M,26-35,B,61,56.001785357943724,4.860276406266269,0.904438899550655,0.0950107667604264,0,411.1104089724289,0.08066910137863048,0.5431259345604003,592
791,M,26-35,C,54,47.79785453856188,4.736469371425592,0.9518767190359788,0.04788593222397644,0,405.7975775256013,0.28392904829096255,0.5601505323603857,579
792,M,36-45,B,50,38.973417989901954,4.675765333240333,0.9593038786688085,0.07563814104300369,0,653.4468687579101,0.18370235509069138,0.7051087443663484,640
793,M,26-35,A,72,27.702962124627888,4.8094196345310385,0.9654514739854686,0.02914173153099532,0,501.8671416460313,0.2705656106049307,0.8546835089203586,567
794,M,26-35,A,68,44.06690700479746,4.852272783604017,0.9742136167958575,0.06632496181437741,0,606.8055506317987,0.20863333206824763,0.8708828483733395,631
795,M,26-35,B,62,52.94584315817386,4.511688738904375,0.995,0.06550635063853201,0,457.7682520592118,0.1790456184046124,0.7656783563262701,597
796,M,46-60,B,67,45.54314819393285,4.809152138378424,0.9436925869767778,0.08474368697486231,0,319.21837237114494,0.1002750276036541,0.8325737219438317,564
797,M,36-45,B,55,7.554159502321028,4.84588320536203,0.9719607910404917,0.1258418482606857,0,528.5124859793816,0.25433169986393533,0.5800919860920206,599
798,M,26-35,C,52,50.70062154826467,4.393932710004835,0.9398930286917865,0.0623331373727197,0,377.12943799006575,0.2153003727204234,0.7284483289584793,571
799,F,26-35,B,61,51.314991547757415,4.779828448811793,0.8255982300011042,0.00950812557962924,0,521.3185033890138,0.3467718322044462,0.7218694245785722,546
800,F,18-25,A,73,38.987778062736865,4.859391370159337,0.9200739858656146,0.05743688332461271,0,664.7261118186091,0.24627202943369564,0.7974853741836372,640
801,F,46-60,B,65,51.883616752535225,4.839131747139682,0.8796144246548109,0.07647952870465288,0,522.9408626559875,0.14820776189715856,0.6692753677167272,606
802,M,26-35,B,61,48.27965414393376,4.870767253217124,0.9321716665352181,0.07555700264770214,0,522.1054019018821,0.2031537258280852,0.5865757524616535,645
803,F,26-35,B,54,35.1449320771797,4.698465011197263,0.8768494920343182,0.06827731569144234,0,405.02510647639866,0.21377103818861537,0.5498785844614335,569
804,M,46-60,B,76,54.71301116217685,4.600414034798682,0.9598840445015169,0.10663144822389053,0,587.2801556729265,0.2730366636987599,0.7648940520567865,624
805,M,36-45,B,67,29.325230768938862,4.48283835023519,0.9732514049069798,0.07058643619603444,0,491.2768588278269,0.28574959682876067,0.7896992342856721,596
806,M,18-25,B,61,41.42755328961064,4.914233486085209,0.980778502301008,0.06635611204641599,0,324.33356837945485,0.16704197613916674,0.7018601613454865,571
807,M,18-25,B,53,40.42997687227915,4.852659824069152,0.995,0.05016881619507087,0,546.915776440514,0.08275831372206237,0.7179261065901701,661
808,M,18-25,C,62,33.74561847811219,4.926073339624271,0.8373987957964554,0.01659867937976412,0,542.7035424992637,0.03169291047374509,0.5591704980713683,578
809,M,26-35,A,63,45.03793867648965,4.642428796173379,0.8618499982526592,0.07837695808953812,0,684.4954087224702,0.08883604322247801,0.8504286452433565,629
810,F,18-25,B,52,55.10368899573058,4.867375463393805,0.995,0.0813625369960207,0,658.919955204529,0.13265788433822193,0.7284875822264026,665
811,M,46-60,B,61,54.477418718613876,4.52499785720648,0.9710761859929773,0.037720083952154815,0,559.9504365483594,0.30034682955923264,0.6688140634440335,616
812,M,46-60,A,72,49.236642147419154,4.624375966193528,0.9384223985523507,0.06266882921344548,0,622.0876300103259,0.30156043910862884,0.9012516755960127,618
813,F,26-35,B,57,25.040774931197046,4.767696582476176,0.9198018755155948,0.0671844569941866,0,578.1815580661807,0.25681280433239423,0.8103027221787716,614
814,M,26-35,B,61,28.64047699122881,4.849881144473963,0.9177569926452541,0.05076498426772473,0,418.8054125320399,0.27843190990495814,0.504978347377671,594
815,M,26-35,B,56,43.661691197587686,5.0,0.820912672123229,0.048200678605523,0,341.0825983526877,0.12340858114937235,0.7268810668936848,569
816,F,18-25,B,82,41.65764958916459,4.722790390190239,0.8945835447688254,0.07115245013314568,0,499.8542512771238,0.05877473823587291,0.5858469114365105,591
817,F,36-45,A,74,37.01920172501685,4.625737541731641,0.922807620274767,0.05622564895348949,0,691.3657550750063,0.09947771629108688,0.7995330247045098,654
818,M,18-25,A,71,61.053231974548325,4.6168276683252865,0.8908070062269807,0.04677019225716725,0,520.0065737643223,0.02,0.33874154031892734,609
819,M,18-25,A,66,43.05860153171141,4.649223108246356,0.8943432004725294,0.04114983922789293,0,604.7768999510251,0.09088357986116072,0.8076001704470308,636
820,M,26-35,B,71,47.42412741190819,5.0,0.995,0.060600448027123936,0,564.9302707308162,0.1395242418899667,0.8196777349177599,627
821,M,18-25,B,47,51.87893880948446,4.858331037170168,0.89961734792168,0.1042345070660931,0,484.16253668256286,0.19333629461938368,0.7044892003129238,572
822,M,26-35,C,38,42.5495844967246,4.908079777554369,0.9207060004133366,0.08719920222640451,0,285.0012498106825,0.19083658007880658,0.4969394092274579,544
823,M,36-45,B,64,67.9106216791237,4.715752161923016,0.9345268142501861,0.0608863393407609,0,529.9299884195354,0.12482906979930408,0.9938918449196945,622
824,M,36-45,A,71,32.596276975642965,4.754152697640189,0.9560729749311543,0.07375471273705261,0,540.3679555814181,0.2255158350733938,0.9418344745705545,637
825,F,26-35,A,70,35.93928410105878,4.858889675893778,0.902135861706495,0.10593155044002801,0,718.743201337478,0.12636482524763853,0.7056514060154635,630
